,county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,square_footage,location,latitude,longitude
6047,Erie,142826,Store,JAC   ,TOPS MARKETS LLC                 ,TOPS 44,3870,HARLEM RD                   ,CHEEKTOWAGA,NY,14215,30000,"3870 harlem rd cheektowaga, ny 14215 42.948849, -78.784073",42.948849,-78.784073
6049,Erie,142728,Store,JABC  ,2125 SENECA INC                  ,TOPS 66,1989,SENECA ST                   ,BUFFALO,NY,14210,15000,"1989 seneca st buffalo, ny 14210 42.857255, -78.811952",42.857255,-78.811952
6054,Erie,141534,Store,JABC  ,TOPS MARKETS LLC                 ,TOPS MARKETS 250,1275,JEFFERSON AVE               ,BUFFALO,NY,14208,29000,"1275 jefferson ave buffalo, ny 14208 42.909776, -78.853986",42.909776,-78.853986
6066,Erie,142164,Store,JAC   ,TRADE FAIR MART INC              ,TRADE FAIR FOOD MART #2,364,EGGERT RD                    ,BUFFALO,NY,14215,2000,"364 eggert rd buffalo, ny 14215 42.937084, -78.799019",42.937084,-78.799019
6067,Erie,711457,Store,JAC   ,TRADE FOOD MARKET & DELI INC     ,TRADE FOOD MARKET & DEL,169,WILKES BARRE ST              ,BUFFALO,NY,14218,1000,"169 wilkes barre st buffalo, ny 14218 42.822331, -78.84334",42.822331,-78.84334
6072,Erie,732210,Store,A     ,AHMED KERDA S                    ,TWIN CITY MARKET,454,E UTICA ST                   ,BUFFALO,NY,14208,1200,"454 e utica st buffalo, ny 14208 42.911052, -78.84894",42.911052,-78.84894
6077,Erie,728310,Store,JAC   ,UNITED DELI INC                  ,UNITED DELI,161,DEERFIELD AVE                ,BUFFALO,NY,14215,0,"161 deerfield ave buffalo, ny 14215 42.926843, -78.826743",42.926843,-78.826743
6078,Erie,142422,Store,JAC   ,UNITED EXPRESS MART INC          ,UNITED EXPRESS MART,1047,GENESEE ST                  ,BUFFALO,NY,14211,1500,"1047 genesee st buffalo, ny 14211 42.902142, -78.839704",42.902142,-78.839704
6080,Erie,140636,Store,A     ,MUSED MOHAMED A                  ,UNITED SUPERMARKET,1114,BROADWAY                    ,BUFFALO,NY,14212,2000,"1114 broadway buffalo, ny 14212 42.894174, -78.83367",42.894174,-78.83367
6081,Erie,142047,Store,JAC   ,UNIVERSAL FOOD MART INC          ,UNIVERSAL MARKET,1266,GENESEE ST              ,BUFFALO,NY,14211,3150,"1266 genesee st buffalo, ny 14211 42.905126, -78.832454",42.905126,-78.832454
6083,Erie,720620,Store,A     ,UNLIMITED FASHION & BEAUTY INC   ,UNLIMTED MINI MART,354,NIAGARA FALLS BLVD           ,BUFFALO,NY,14223,2000,"354 niagara falls blvd buffalo, ny 14223 42.963817, -78.823594",42.963817,-78.823594
6084,Erie,734314,Store,A     ,HUSSEIN ALDUBAISHI               ,UP TO YOU DELI,2189,NIAGARA ST                  ,BUFFALO,NY,14207,2000,"2189 niagara st buffalo, ny 14207 42.943701, -78.906982",42.943701,-78.906982
6085,Erie,140824,Store,JACD  ,US FOODS INC                     ,US FOODS BUFFALO,1500,CLINTON ST                  ,BUFFALO,NY,14206,60000,"1500 clinton st buffalo, ny 14206 42.872438, -78.821025",42.872438,-78.821025
6087,Erie,142480,Store,JAC   ,FOOD PORT ENTERPRISES INC        ,VALERO,1225,BROADWAY ST                 ,BUFFALO,NY,14212,1000,"1225 broadway st buffalo, ny 14212 42.894735, -78.830009",42.894735,-78.830009
6091,Erie,142411,Store,JAC   ,WESTON MELVIN L & LOUISE M       ,VILLAGE BEER MERCHANT,547,ELMWOOD AVE                  ,BUFFALO,NY,14222,2500,"547 elmwood ave buffalo, ny 14222 42.911895, -78.877074",42.911895,-78.877074
6094,Erie,704882,Store,JAC   ,VINEETA INTERNATIONAL FOODS CORP ,VINEETA INTERNATIONAL F,98,GRANT STREET                  ,BUFFALO,NY,14213,9000,"98 grant street buffalo, ny 14213 42.916576, -78.890541",42.916576,-78.890541
6095,Erie,719231,Store,JAC   ,VULCAN EXPRESS MART INC          ,VULCAN EXPRESS MART,132,VULCAN ST                    ,BUFFALO,NY,14207,2500,"132 vulcan st buffalo, ny 14207 42.959268, -78.908471",42.959268,-78.908471
6096,Erie,142941,Store,JAC   ,VULCAN MINI MART INC             ,VULCAN MINI MART,90,VULCAN ST                     ,BUFFALO,NY,14207,900,"90 vulcan st buffalo, ny 14207 42.959032, -78.908793",42.959032,-78.908793
6098,Erie,141750,Store,JAC   ,NASIR MOHAMMAD                   ,WALDEN CONVENIENT STORE,599,WALDEN AVE                   ,BUFFALO,NY,14211,1500,"599 walden ave buffalo, ny 14211 42.904794, -78.814271",42.904794,-78.814271
6099,Erie,706224,Store,JAC   ,WALDEN EXPRESS MART INC          ,WALDEN EXPRESS MART,290,WALDEN AVE                   ,BUFFALO,NY,14211,1200,"290 walden ave buffalo, ny 14211 42.903478, -78.825087",42.903478,-78.825087
6100,Erie,141982,Store,JAC   ,BEST HALAL INC                   ,WALDEN GROCERIES,57,WALDEN AVE            ,BUFFALO,NY,14211,1000,"57 walden ave buffalo, ny 14211 42.903595, -78.834054",42.903595,-78.834054
6103,Erie,140585,Store,A     ,WALGREEN EASTERN CO INC          ,WALGREENS 03857,3488,MAIN ST                     ,BUFFALO,NY,14214,10000,"3488 main st buffalo, ny 14214 42.957372, -78.819052",42.957372,-78.819052
6118,Erie,140497,Store,A     ,WALGREEN EASTERN CO INC          ,WALGREENS 3257,1328,ABBOTT RD                   ,LACKAWANNA,NY,14218,20000,"1328 abbott rd lackawanna, ny 14218 42.828313, -78.804444",42.828313,-78.804444
6120,Erie,140344,Store,A     ,WALGREEN EASTERN CO INC          ,WALGREENS 3288,650,DELAWARE AVE                 ,BUFFALO,NY,14202,5000,"650 delaware ave buffalo, ny 14202 42.90209, -78.873063",42.90209,-78.873063
6121,Erie,140242,Store,A     ,WALGREEN EASTERN CO INC          ,WALGREENS #3290,1556,HERTEL AVE                  ,BUFFALO,NY,14216,10000,"1556 hertel ave buffalo, ny 14216 42.94764, -78.850568",42.94764,-78.850568
6128,Erie,722105,Store,JAC   ,WALMART STORES INC               ,WALMART #2586,2500,WALDEN AVE                  ,BUFFALO,NY,14225,190000,"2500 walden ave buffalo, ny 14225 42.908354, -78.742926",42.908354,-78.742926
6131,Erie,140107,Store,A     ,BERNOLAK GEORGE E                ,WALTERS FOOD MARKET,178,THOMPSON ST                  ,BUFFALO,NY,14207,2500,"178 thompson st buffalo, ny 14207 42.938983, -78.900437",42.938983,-78.900437
6132,Erie,142426,Store,JAC   ,KHOURY VICTOR                    ,WASHINGTON MARKET THE,461,ELLICOTT ST                  ,BUFFALO,NY,14203,6400,"461 ellicott st buffalo, ny 14203 42.891041, -78.870275",42.891041,-78.870275
6136,Erie,142572,Store,JAC   ,KSS ENTERPRISES INC              ,WATSONS CHOCOLATES,738,ELMWOOD AVE                  ,BUFFALO,NY,14222,670,"738 elmwood ave buffalo, ny 14222 42.917187, -78.877039",42.917187,-78.877039
6146,Erie,140671,Store,JABC  ,WEGMANS FOOD MARKETS INC         ,WEGMANS 91,601,AMHERST ST                   ,BUFFALO,NY,14207,98000,"601 amherst st buffalo, ny 14207 42.940404, -78.883824",42.940404,-78.883824
6149,Erie,713285,Store,JAC   ,ALHAMBRA HOLDING INC             ,WEST END MARKET,321,RIDGE RD                     ,BUFFALO,NY,14218,1800,"321 ridge rd buffalo, ny 14218 42.826702, -78.839618",42.826702,-78.839618
6150,Erie,140966,Store,JAC   ,ALI MOHSIN F                     ,WEST MARKET,1032,WEST AVE                    ,BUFFALO,NY,14213,3000,"1032 west ave buffalo, ny 14213 42.918415, -78.897053",42.918415,-78.897053
6152,Erie,147731,Store,JAC   ,D&L BAKERY INC                   ,WHITE EAGLE BAKERY,999,BROADWAY STAND 115     ,BUFFALO,NY,14212,800,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
6154,Erie,141985,Store,JAC   ,WILLERT PARK FOOD MARKET LLC     ,WILLERT PARK FOOD MKT,473,JEFFERSON AVE                ,BUFFALO,NY,14204,1900,"473 jefferson ave buffalo, ny 14204 42.887929, -78.853954",42.887929,-78.853954
6155,Erie,140190,Store,JAM   ,GHORAB MOHSSEN E                 ,WILLIAM MINI MART,654-658,WILLIAM ST               ,BUFFALO,NY,14206,1000,"654 658 william st buffalo, ny 14206 42.885103, -78.847138",42.885103,-78.847138
6156,Erie,140606,Store,JAC   ,WILLIAMS-SONOMA INC              ,WILLIAMS-SONOMA,,GALLERIA MALL  G113          ,CHEEKTOWAGA,NY,14225,2500,,,
6158,Erie,726784,Store,JAC   ,SOE LWIN & SAN NAN H             ,WIN ASIAN MARKET,113,GRANT STREET                 ,BUFFALO,NY,14213,1200,"113 grant street buffalo, ny 14213 42.917059, -78.890595",42.917059,-78.890595
6159,Erie,710653,Store,JAC   ,WNY BROTHER'S ENTERPRISES INC    ,W. N. Y  BROTHER'S ENTE,950,EAST FERRY ST                ,BUFFALO,NY,14211,1500,"950 east ferry st buffalo, ny 14211 42.914498, -78.828912",42.914498,-78.828912
6160,Erie,723719,Store,JACH  ,WNY FUN FOODS INC                ,WNY FUN FOODS,456,HINMAN AVE                   ,BUFFALO,NY,14216,6000,"456 hinman ave buffalo, ny 14216 42.956518, -78.886709",42.956518,-78.886709
6161,Erie,142559,Store,JAC   ,ABUHAMRA AHMED M                 ,WNY PETRO,155,JEFFERSON AVE                ,BUFFALO,NY,14210,3000,"155 jefferson ave buffalo, ny 14210 42.87926, -78.854263",42.87926,-78.854263
6163,Erie,719145,Store,JAC   ,SNEAKERTOWN SYRACUSE CORP        ,WOORI MART,850,NIAGARA FALLS BOULEVARD      ,BUFFALO,NY,14223,0,"850 niagara falls boulevard buffalo, ny 14223 42.977209, -78.823158",42.977209,-78.823158
6164,Erie,734066,Store,JAC   ,KORNOWSKI PAUL                   ,XANDER MART,50,DELAWARE AVE                ,BUFFALO,NY,14202,200,"50 delaware ave buffalo, ny 14202 42.885477, -78.879011",42.885477,-78.879011
6165,Erie,142431,Store,JAC   ,YASIN ENTERPRISE INC             ,YASIN ENTERPRISE,1044,GRANT ST                    ,BUFFALO,NY,14207,1000,"1044 grant st buffalo, ny 14207 42.940567, -78.891457",42.940567,-78.891457
6166,Erie,733967,Store,JAC   ,YEAH PIEROGI LLC                 ,YEAH PIEROGI,69,CHENANGO ST               ,BUFFALO,NY,14213,300,"69 chenango st buffalo, ny 14213 42.913121, -78.884035",42.913121,-78.884035
6168,Erie,141249,Store,A     ,ALGUMAEI MUFEED A                ,Y&J MINI MART,553,E AMHERST ST                 ,BUFFALO,NY,14215,1500,"553 e amherst st buffalo, ny 14215 42.940175, -78.817137",42.940175,-78.817137
6169,Erie,727596,Store,JAC   ,YOUSEF MARKET INC                ,YOUSEF MARKET,1148,E FERRY STREET              ,BUFFALO,NY,14211,0,"1148 e ferry street buffalo, ny 14211 42.914559, -78.821314",42.914559,-78.821314
6170,Erie,142141,Store,JAC   ,AHMED MOHAMMED A                 ,ZACKS MARKET,260,RHODE ISLAND ST              ,BUFFALO,NY,14213,800,"260 rhode island st buffalo, ny 14213 42.90885, -78.891",42.90885,-78.891
6171,Erie,705686,Store,JAC   ,ZAKRZEWSKI DENNIS                ,ZAKS SNACKS,462,GRIDER ST                ,BUFFALO,NY,14215,250,"462 grider st buffalo, ny 14215 42.927236, -78.829151",42.927236,-78.829151
6173,Erie,724065,Store,JAC   ,ZUBAIDAH ENTERPRISES INC         ,ZUBAIDAH HALAL MEAT AND,59,WALDEN AVE                    ,BUFFALO,NY,14211,2500,"59 walden ave buffalo, ny 14211 42.903594, -78.833941",42.903594,-78.833941
